"","EIN","NAME","ICO","STREET","CITY","STATE","ZIP","NTEE_CD","totcntrbgfts","totprgmrevnue","invstmntinc","txexmptbndsproceeds","royaltsinc","netrntlinc","netgnls","netincfndrsng","netincgaming","netincsales","miscrevtot11e","totrevenue","grntstogovt","grnsttoindiv","grntstofrgngovt","benifitsmembrs","compnsatncurrofcr","compnsatnandothr","othrsalwages","pensionplancontrb","othremplyeebenef","payrolltx","feesforsrvcmgmt","legalfees","accntingfees","feesforsrvclobby","profndraising","feesforsrvcinvstmgmt","feesforsrvcothr","advrtpromo","officexpns","infotech","royaltsexpns","occupancy","travel","travelofpublicoffcl","converconventmtng","interestamt","pymtoaffiliates","deprcatndepletn","insurance","othrexpnsa","othrexpnsb","othrexpnsc","othrexpnsd","othrexpnse","totfuncexpns","totassetsend","totliabend","retainedearnend","totnetassetend","totnetliabastend"
"329",272413269,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",272413315,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",272421920,"GLORY REINS RANCH INC","% KEVIN WARREN","1587 PLANK RD","FARMVILLE","VA","23901-4327","F99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",272423688,"ALLIANCE FOR PACE INNOVATION AND QUALITY INC","% RHONDA ROSE","675 N WASHINGTON ST STE 300","ALEXANDRIA","VA","22314-1939","E11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",272423774,"PHEO PARA PATIENT INITIATIVE INCORPORATED","% AMY PITZER","7499 MISSION HOME RD","FREE UNION","VA","22940-1510","G70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",272429096,"ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC","% APIC INC","1400 CRYSTAL DRIVE","ARLINGTON","VA","22202-3289","E72C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",272475403,"PREGNANCY HELP CENTER OF CHESTERFIELD","% VIKI FRANKENBURGER","PO BOX 3641","CHESTER","VA","23831-0000","E40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",272486475,"JOURNEY 4 A CURE INC","% MICHAEL EAGAN","43300 SOUTHERN WALK PLZ STE 116","BROADLANDS","VA","20148-4463","H12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",272496737,"HEAL THYSELVES - UNINCORPORATED ASSOCIATION","% HEAL THYSELVES ORGANIZATION","619 FRANKLIN ST","SOUTH HILL","VA","23970-2713","F53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",272524290,"HORSES HELPING HEROES PROJECT INC","","PO BOX 90","AFTON","VA","22920-0090","E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",272759893,"RECOVERY AT ST JOHNS","% MELANIE COPELAND","1355 LIGGATES RD","LYNCHBURG","VA","24502-4815","F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",272785970,"HEART OF VIRGINIA FREE CLINIC","% EDITH VAUGHAN PRES","PO BOX 142","FARMVILLE","VA","23901-0142","E32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",272846530,"SOCIETY OF DIRECTORS OF ACADEMIC MEDICAL PHYSICS PROGRAMS INC","% AAPM","1631 PRINCE ST","ALEXANDRIA","VA","22314-2818","H03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",272928616,"CENTER FOR POST-POLIO REHABILITATION INC","% NA","317 WEST RD","PORTSMOUTH","VA","23707-1225","E12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",272962789,"DENTAL AID PARTNERS OF THE NRV","","PO BOX 6096","CHRISTIANSBRG","VA","24068-6096","E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",272986072,"MAGIC OF MIRACLES","% JOANNE KATIS","2038 PEACH ORCHARD DR APT 14","FALLS CHURCH","VA","22043-2064","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",273045516,"SPROUT THERAPEUTIC RIDING AND EDUCATION CENTER","","40685 JOHN MOSBY HWY","ALDIE","VA","20105-2825","E50",1059968,271722,0,0,0,0,0,30652,0,0,0,1362342,0,0,0,0,66500,0,355199,0,26308,31128,0,0,14524,0,0,3052,6006,0,15957,0,0,54781,3461,0,0,0,0,12035,4231,161496,40675,30891,20865,0,887413,1354315,68637,0,1285678,1354315
"346",273162654,"ARC OF NORTH CENTRAL VIRGINIA INC","% MARILYN MCCOMBE","PO BOX 3186","WARRENTON","VA","20188-1886","F80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",273165657,"MOTHER HEALTH INTERNATIONAL INCORPORATED","% HEATHER MAURER","8004 TREVOR PL","VIENNA","VA","22182-4018","E60",720050,0,0,0,0,0,0,0,0,0,0,720050,0,0,375000,13000,189050,0,0,0,0,1300,18036,10000,13000,0,0,0,0,3000,4000,3500,0,14000,6000,0,3000,0,0,0,3680,0,0,0,0,0,656566,106968,0,0,106968,106968
"348",273176816,"ALLIANCE FOR INTEGRATED MEDICATION MANAGEMENT","% WILLIAM ELLIS","PO BOX 2046","FAIRFAX","VA","22031-0046","E60",307903,0,25,0,0,0,0,0,0,0,0,307928,0,0,0,0,0,0,0,0,0,0,381702,0,14072,0,0,0,0,0,1570,0,0,0,0,0,0,0,0,0,3926,2163,0,0,0,0,403433,333440,192414,0,141026,333440
"349",273208969,"SENTARA PRINCESS ANNE HOSPITAL","% JEFFREY P KING","1300 SENTARA PARK","VIRGINIA BEACH","VA","23464-0000","E20",2200827,359173987,108584,0,0,0,0,0,0,0,0,361483398,122336,0,0,0,1175717,0,94690716,9163059,10547782,6843506,268901,56676,189976,0,0,0,20421109,9991,8213338,665884,0,6553295,44015,0,17371,6646945,0,11064462,1159649,64583295,37980239,14517861,1906947,0,294673937,397096049,213429369,0,183666680,397096049
"350",273213200,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",273265645,"ADDY GRACE FOUNDATION","","436 BRUNSWICK FORGE RD","TROUTVILLE","VA","24175-7044","G125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",273468130,"TADS KIDS","% JOSEPH E PARKER III","PO BOX 18476","RICHMOND","VA","23226-8476","G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",273479907,"ALTERISTIC INC","","5680 KING CENTRE DR STE 600","ALEXANDRIA","VA","22315-5755","F30",466098,1956215,22909,0,0,0,-88163,0,0,0,0,2357059,0,0,0,0,591326,0,925172,51029,233131,104266,0,0,51873,0,0,0,62027,0,16151,26406,0,35350,10270,0,0,1590,0,18945,1896,6074,4536,3745,2008,0,2146798,1978115,135704,0,1842411,1978115
"354",273480750,"ALLIANCE FOR PATIENT MEDICATION SAFETY","% TARA MODISETT","2530 PROFESSIONAL RD STE 202","N CHESTERFLD","VA","23235-3217","E116",0,587585,10096,0,0,0,0,0,0,0,0,597681,0,0,0,0,0,0,0,0,0,0,0,0,9200,0,0,0,397810,6338,44436,14765,0,10057,2974,0,0,7789,0,24401,0,2150,0,0,0,0,519920,423598,307100,0,116498,423598
"355",273510814,"COMMUNITY FREE CLINIC OF NEWPORT NEWS","% ROBYN J HANSEN","727 25TH STREET","NEWPORT NEWS","VA","23607-0000","E32",418789,0,14,0,0,0,0,0,0,0,0,418803,0,0,0,0,0,0,212631,0,0,17005,0,0,20174,0,0,0,0,2999,8711,31851,0,1123,0,0,2156,789,0,4728,7540,16763,27498,23885,1985,0,383030,136236,6114,0,130122,136236
"356",273514488,"CHAMPION WAY FOUNDATION INC","% RONDA ANDREWS","21631 RIDGETOP CIR STE 250","STERLING","VA","20166-4247","G123",97670,0,14,0,0,0,0,0,0,0,0,97684,35000,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,1435,0,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38265,113487,0,0,113487,113487
"357",273528408,"UNTAMED SPIRIT THERAPEUTIC AND EDUCATIONAL PROGRAM","% BARBARA S FORD","3943 DAWLEY RD","VIRGINIA BCH","VA","23457-1553","G19",111338,132441,2,0,0,0,0,0,0,0,16000,259781,0,0,0,0,7040,0,90683,0,0,7294,0,0,0,0,0,0,210,960,1755,0,0,65865,0,0,0,45,0,2932,9495,88302,3509,1167,615,0,281315,9360,134928,0,-125568,9360
"358",273534348,"KEMETIC COMMUNITY SERVICES INC","% JENAE MOORE","3211 DODD DR","CHESAPEAKE","VA","23323-1313","F22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",273554181,"BITE ME CANCER","% SHARON FERRARO","4400 FAIR LAKES COURT SUITE 40","FAIRFAX","VA","22033-3811","G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",273585957,"BRAIN PRESERVATION FOUNDATION","% KENNETH HAYWORTH","42722 OGILVIE SQ","ASHBURN","VA","20148-4182","H96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",273595454,"HEALTHY FAMILIES SHENANDOAH COUNTY","","759 SOUTH MAIN STREET","WOODSTOCK","VA","22664-0000","E19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",273639590,"ETA CHAPTER - CHI ETA PHI SORORITY INC","% FRANCES GRAY","576 LEONARD LN","NEWPORT NEWS","VA","23601-1756","E03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",274164955,"ARC SOUTH OF THE JAMES","% ANITA DOMERT","PO BOX 272","COLONIAL HGTS","VA","23834-0272","F70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",274380124,"PROTON THERAPY CONSORTIA","","PO BOX 7801","MCLEAN","VA","22106-7801","H99",38600,1448774,6,0,0,0,0,0,0,0,1000,1488380,100,0,0,0,289321,0,106098,0,0,25438,0,335213,17433,242375,0,0,22903,10626,12239,20587,0,0,9931,0,89269,0,0,0,5995,1681,0,0,0,0,1189209,1984486,1300822,0,683664,1984486
"365",274410346,"RIDE ON RANCH EQUINE ASSISTED THERAPIES INC","% AUTUMN OHARA","38416 MORRISONVILLE RD","LOVETTSVILLE","VA","20180-3102","E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",274413226,"ALLIANCE FOR SAFE BIOLOGIC MEDICINES","","PO BOX 3691","ARLINGTON","VA","22203-0691","E016",525000,0,0,0,0,0,0,0,0,0,0,525000,4200,0,0,0,0,0,0,0,0,0,180000,7750,13635,0,0,0,285152,1754,4789,156,0,0,8105,0,0,0,0,0,1071,47000,3878,825,0,0,558315,1069468,15557,0,1053911,1069468
"367",274431171,"CANCERDANCER","% ESTHER WINDMUELLER","PO BOX 70252","RICHMOND","VA","23255-0252","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",274438796,"ABIBI01 LLC","","34049 WELBOURNE RD","UPPERVILLE","VA","20184-3121","E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",274546194,"LIBERTY RECOVERY SOLUTIONS","% LIBERTY RECOVERY SOLUTIONS","2909 COGBILL RD","N CHESTERFLD","VA","23234-4419","F21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",274552058,"BREATH MATTERS","% WILLIAM R RIDGWAY","PO BOX 73418","RICHMOND","VA","23235-0000","G014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",274598659,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",274598759,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",274634576,"NO LIMITS EASTERN SHORE","% NO LIMITS","PO BOX 259","TASLEY","VA","23441-0259","F30",308587,0,0,0,0,0,0,0,0,0,65,308652,0,0,0,6089,60284,0,124636,0,0,14557,0,0,4860,0,0,0,3769,1135,8066,0,0,25253,160,0,0,0,0,7530,4979,6556,1764,17116,1718,0,288472,92514,-2502,95016,95016,92514
"374",274823899,"CLOVES SYNDROME FOUNDATION","% ADRIENNE BLANKENSHIP","PO BOX 2571","FOREST","VA","24551-6571","G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",274828866,"FORMED FAMILIES FORWARD","% KELLY HENDERSON","10304 EATON PLACE","FAIRFAX","VA","22030-2238","E70",213162,265764,0,0,0,0,0,0,0,0,0,478926,0,0,0,0,73872,0,48997,0,0,11876,0,1025,2810,0,0,0,241288,2765,1664,13708,0,15399,632,0,0,0,0,0,2017,9776,1010,928,833,0,428905,212440,153,0,212287,212440
"376",274844565,"VA COUNCIL ON PROBLEM GAMBLING","% CAROLYN HAWLEY","PO BOX 980330","RICHMOND","VA","23298-0330","F54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",274849067,"SISTERS CONQUERING CANCER","% IVORA HINTON PHD","PO BOX 4730","CHARLOTTESVLE","VA","22905-4730","G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",275014098,"CROSS KEYS EQUINE THERAPY","% ALICIA A BURNS","6107 HORSE FARM LN","PORT REPUBLIC","VA","24471-2634","E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",275054380,"VIRGINIA ASSOCIATION FOR INFANT MENTAL HEALTH","% TERRY ERLICHMAN","PO BOX 3151","GLEN ALLEN","VA","23058-3151","F19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",275108736,"BIPOLARAWARE ORG","% TODD AND MICHELLE BROWN","720 ZEUSWYN DR","CULPEPER","VA","22701-3359","F017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",275218293,"SNIS FOUNDATION","% MARIE WILLIAMS","12587 FAIR LAKES CIRCLE 353","FAIRFAX","VA","22033-0000","G110",175846,0,351,0,0,0,365,-10177,0,0,0,166385,25000,0,0,0,0,0,0,0,0,0,0,330,4172,0,0,0,9329,0,3537,0,0,0,3504,0,0,0,0,0,0,4132,0,0,0,0,50004,711470,94872,0,616598,711470
"382",275251915,"PJBYTHEC","% PAMELA J CHILDS","PO BOX 652","WEST POINT","VA","23181-0652","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",275444950,"THEDRYLIFE INC","% JOHN RAPIER","89 CLARK PATTON RD","FREDERICKSBRG","VA","22406-4920","F21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",275494784,"SEXUAL ASSAULT RESPONSE AND AWARENESS INC","% TERESA BERRY","3034 BRAMBLETON AVE SW","ROANOKE","VA","24015-0000","F42",408498,0,38,0,0,0,0,0,0,0,0,408536,0,0,0,0,87721,0,136988,0,33228,19167,0,0,3250,0,0,0,0,2046,11068,0,0,27001,3113,0,0,0,0,5660,4417,9193,7273,4837,0,0,354962,391322,1073,0,390249,391322
"385",300041113,"MARTHA JEFFERSON HOSPITAL FOUNDATION","","6015 POPLAR HALL DR","NORFOLK","VA","23502-3819","E112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",300105426,"ASHA INTERNATIONAL INC","% BRYAN SAUER","1682 MONET HILL","CHARLOTTESVLE","VA","22911-6332","E12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",300126514,"HEALTH PRIVACY PROJECT INC","% MORTON HALPERIN","6155 FULLER CT","ALEXANDRIA","VA","22310-2541","E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",300219424,"FAUQUIER HEALTH FOUNDATION","% LORNA MAGILL","321 WALKER DR STE 301","WARRENTON","VA","20186-4378","E11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
